qid10,qid20,qid30,qid40,qid50,qid60,qid70,qid80,qid90,qid100,qid110,score0,score1,score2,score3,score4,score5,score6
5,5,4,4,4,5,4,5,3,4,3,80,26.66,12.5,37.5,40,8.33,80
4,4,4,4,4,4,4,5,4,4,3,70,26.66,37.5,33.33,0,8.33,70
5,5,4,4,4,4,4,2,4,4,4,80,13.33,12.5,12.5,0,8.33,80
5,5,4,3,4,4,4,5,4,5,3,60,13.33,25,12.5,20,25,60
3,2,4,3,4,4,4,5,3,5,2,40,20,12.5,54.16,40,58.34,40
4,2,4,3,4,4,4,5,4,4,3,50,20,12.5,45.82,20,41.67,50
5,5,5,3,5,4,4,5,4,5,2,20,26.66,25,12.5,40,25,20
4,5,4,4,4,4,4,2,5,4,3,100,13.33,0,37.49,0,41.67,100
5,2,3,2,2,4,5,3,3,5,3,0,46.66,25,49.99,0,0,0
4,5,4,5,4,4,4,3,4,4,2,70,0,0,16.66,0,25,70
5,3,4,4,4,4,4,3,3,4,3,60,53.33,37.5,41.67,0,8.33,60
4,4,4,4,4,4,4,3,4,4,3,70,26.66,12.5,41.66,0,25,70
5,2,4,4,5,4,4,3,4,4,3,40,33.33,12.5,29.16,0,8.33,40
4,2,4,4,3,4,4,5,4,4,2,50,20,0,37.49,0,25,50
5,5,4,2,4,4,4,5,4,5,3,60,26.66,12.5,24.99,0,8.33,60
5,5,4,3,4,4,4,3,3,5,2,60,26.66,25,37.5,20,25,60
5,2,4,4,5,5,4,3,5,5,3,50,33.33,12.5,29.16,40,8.33,50
4,5,4,5,2,4,4,3,4,4,2,50,0,0,24.99,0,8.33,50
5,5,4,5,5,4,4,2,5,4,4,50,39.99,37.5,24.99,0,25,50
5,4,4,4,5,4,4,3,3,5,4,40,39.99,50,41.67,0,8.33,40
5,5,3,3,4,4,4,5,4,4,3,40,39.99,37.5,12.5,20,16.67,40
5,3,3,4,4,4,4,5,4,4,2,40,79.99,50,25,0,0,40
4,5,4,3,4,4,4,5,4,4,3,70,13.33,12.5,29.16,20,25,70
5,3,4,4,4,4,4,5,4,4,2,60,53.33,62.5,33.33,0,25,60
5,5,4,3,4,4,5,3,3,5,3,60,13.33,25,29.17,20,25,60
4,5,4,3,4,4,4,2,4,4,3,70,0,12.5,20.83,20,25,70
5,5,4,2,2,4,5,5,4,5,2,40,26.66,12.5,33.32,0,8.33,40
4,4,4,4,3,4,4,5,5,5,3,60,26.66,37.5,41.66,0,41.67,60
5,5,4,3,3,4,4,5,4,5,3,40,26.66,25,20.83,20,41.67,40
4,2,4,4,3,4,5,3,4,4,3,50,20,0,37.49,0,25,50
5,5,4,3,3,4,4,3,4,4,2,40,13.33,50,12.5,20,41.67,40
4,5,4,4,4,4,4,5,3,4,2,90,26.66,0,54.16,0,8.33,90
4,5,4,4,4,4,4,5,5,5,3,100,13.33,0,29.16,0,8.33,100
4,5,4,4,4,4,5,2,4,5,4,90,13.33,0,29.16,0,8.33,90
5,2,4,3,4,4,4,4,4,4,3,40,20,50,20.83,20,25,40
5,5,4,5,5,4,4,5,3,4,2,40,13.33,12.5,25,0,8.33,40
5,2,4,2,2,4,4,5,4,4,3,20,20,12.5,33.32,0,8.33,20
4,5,4,4,4,4,5,2,4,5,4,90,13.33,0,29.16,0,8.33,90
5,5,4,4,5,4,4,5,4,5,3,60,26.66,37.5,29.16,0,25,60
4,5,3,2,4,4,4,2,4,4,3,50,13.33,12.5,16.66,0,16.67,50
5,2,4,4,4,4,4,5,4,4,3,60,20,12.5,20.83,0,25,60
5,2,4,4,4,4,4,5,4,4,3,60,33.33,12.5,29.16,0,8.33,60
5,5,4,2,2,4,5,5,4,5,2,40,26.66,12.5,33.32,0,8.33,40
4,2,4,3,2,4,4,4,4,5,2,30,20,12.5,45.82,20,25,30
4,2,4,4,4,4,4,3,4,4,3,70,6.67,0,29.16,0,8.33,70
4,5,4,4,3,4,4,2,4,4,3,70,13.33,25,29.16,0,25,70
3,5,4,4,5,4,4,3,4,4,4,60,13.33,0,20.83,20,25,60
5,5,4,2,2,4,4,5,4,4,2,40,26.66,12.5,33.32,0,8.33,40
4,5,4,2,4,4,4,5,4,4,2,70,13.33,0,33.32,0,8.33,70
4,5,4,3,4,4,4,2,4,5,3,70,13.33,37.5,37.49,20,58.34,70
5,5,4,4,5,4,4,2,3,5,4,60,39.99,12.5,45.83,0,25,60
5,2,4,2,2,4,4,3,4,4,3,20,33.33,12.5,41.65,0,8.33,20
5,5,4,2,4,4,4,3,3,4,2,60,13.33,12.5,41.66,0,25,60
5,3,5,2,5,4,4,3,4,4,3,0,40,62.5,12.5,20,8.33,0
4,5,4,2,5,5,4,3,4,4,3,50,13.33,0,33.32,40,8.33,50
5,4,4,4,3,4,4,2,3,5,3,40,39.99,25,41.67,0,25,40
4,2,3,4,4,4,4,5,3,4,3,50,33.33,37.5,54.16,0,16.67,50
5,5,4,4,4,4,4,2,4,4,3,80,39.99,37.5,29.16,0,8.33,80
5,2,4,4,4,5,4,5,4,4,2,60,20,12.5,20.83,40,8.33,60
5,5,4,2,5,4,4,3,5,5,3,50,26.66,12.5,24.99,0,8.33,50
4,2,4,4,4,4,4,5,4,4,3,70,6.67,0,37.49,0,25,70
5,5,4,4,4,4,4,2,5,4,3,90,13.33,12.5,12.5,0,8.33,90
5,5,4,4,4,4,4,2,3,4,4,80,26.66,12.5,37.5,0,8.33,80
3,5,4,4,5,5,4,4,3,5,3,60,13.33,0,37.5,60,25,60
4,4,4,4,5,4,4,5,3,4,2,50,26.66,37.5,50,0,25,50
5,4,4,4,4,4,4,5,4,4,3,60,26.66,50,25,0,25,60
4,5,4,4,5,4,4,5,5,4,2,80,0,0,20.83,0,8.33,80
5,5,3,4,5,5,4,2,3,4,4,40,39.99,50,29.17,40,0,40
4,5,4,4,4,4,4,5,4,5,3,90,13.33,25,29.16,0,8.33,90
5,4,4,4,4,4,4,5,4,5,2,60,39.99,50,33.33,0,25,60
4,2,4,4,4,4,4,5,5,4,4,80,20,0,37.49,0,8.33,80
5,2,4,4,4,5,4,3,4,4,3,60,33.33,12.5,37.49,40,25,60
4,5,4,4,4,4,4,4,4,4,2,90,13.33,25,29.16,0,8.33,90
5,2,4,4,4,5,4,5,4,4,2,60,20,12.5,20.83,40,8.33,60
5,2,4,3,4,4,4,5,4,4,2,40,33.33,25,29.16,20,25,40
4,5,3,3,4,4,4,2,4,5,4,50,39.99,50,29.16,20,16.67,50
5,2,3,4,2,4,4,3,4,4,3,20,59.99,25,37.49,0,16.67,20
5,2,4,2,5,4,5,3,4,5,2,20,20,12.5,24.99,0,8.33,20
5,3,4,4,4,4,4,3,4,4,3,60,40,62.5,25,0,25,60
4,5,4,5,5,4,4,2,3,4,4,50,0,0,33.33,0,25,50
5,2,4,3,2,4,4,5,4,5,2,20,33.33,25,37.49,20,25,20
5,2,4,3,5,4,4,2,4,5,3,20,33.33,25,29.16,20,25,20
5,2,4,4,3,4,4,3,4,4,3,40,33.33,12.5,29.16,0,25,40
4,5,4,4,4,5,4,3,4,4,3,90,13.33,0,29.16,40,8.33,90
5,2,4,4,4,5,4,5,4,5,2,60,33.33,37.5,37.49,40,25,60
5,5,4,4,3,4,4,2,4,4,4,60,13.33,37.5,12.5,0,25,60
4,5,4,3,3,4,4,4,4,4,2,50,0,12.5,20.83,20,41.67,50
5,2,4,5,3,4,4,2,3,5,4,20,33.33,12.5,41.66,0,25,20
5,2,4,2,4,5,4,5,4,4,4,40,46.66,12.5,41.65,40,8.33,40
4,5,4,4,4,4,4,2,4,4,3,90,13.33,0,29.16,0,8.33,90
4,4,4,2,4,4,4,3,5,4,3,60,26.66,37.5,45.82,0,25,60
4,2,4,4,4,4,4,5,4,4,3,70,6.67,0,29.16,0,8.33,70
5,2,4,4,4,4,4,4,5,4,3,70,33.33,37.5,29.16,0,8.33,70
5,2,4,3,4,5,4,2,5,5,3,50,46.66,25,37.49,60,41.67,50
4,5,4,2,2,4,4,5,3,5,3,50,0,0,49.99,0,8.33,50
4,2,4,5,4,4,5,2,3,4,4,50,20,0,49.99,0,8.33,50
4,5,4,2,4,4,4,5,4,4,2,70,13.33,25,41.65,0,25,70
5,5,5,3,4,4,4,5,5,5,3,50,26.66,25,12.5,40,25,50
5,5,4,4,3,4,4,2,4,5,4,60,26.66,12.5,20.83,0,25,60
4,5,4,4,5,5,4,2,4,4,4,70,26.66,0,37.49,40,8.33,70
5,5,4,4,5,4,4,2,4,5,3,60,26.66,37.5,20.83,0,8.33,60
4,5,4,4,5,4,4,2,4,4,3,70,0,25,20.83,0,8.33,70
5,5,4,3,4,5,4,5,4,4,2,60,13.33,25,20.83,60,41.67,60
5,4,4,3,4,4,4,5,4,4,3,40,39.99,37.5,33.33,20,41.67,40
4,5,4,3,4,4,4,3,3,4,2,70,13.33,12.5,45.83,20,25,70
5,5,4,4,5,4,4,5,3,5,3,60,13.33,12.5,29.17,0,8.33,60
4,2,4,4,4,4,4,5,5,4,3,80,6.67,0,37.49,0,25,80
5,5,4,4,5,5,5,5,4,5,3,60,26.66,12.5,20.83,40,25,60
5,2,4,3,2,4,4,5,3,5,2,20,33.33,25,62.49,20,41.67,20
5,5,4,3,4,4,4,2,4,4,3,60,26.66,25,20.83,20,25,60
5,2,4,4,4,4,4,3,4,4,4,60,33.33,12.5,29.16,0,25,60
4,5,4,4,4,4,4,5,5,4,2,100,13.33,0,37.49,0,25,100
3,2,4,4,5,4,4,3,3,5,3,40,33.33,0,54.16,20,25,40
4,5,4,4,3,5,4,2,4,4,4,70,0,0,20.83,40,25,70
5,2,4,4,2,4,4,3,4,4,2,40,33.33,12.5,37.49,0,8.33,40
4,5,4,4,4,4,4,5,4,4,3,90,13.33,0,29.16,0,8.33,90
4,4,4,2,4,4,4,5,4,4,2,50,26.66,37.5,45.82,0,25,50
5,2,4,3,5,4,4,2,4,5,3,20,33.33,25,29.16,20,25,20
5,2,4,4,4,4,4,5,4,5,2,60,33.33,12.5,37.49,0,25,60
5,3,4,4,5,5,4,3,3,4,2,40,53.33,62.5,41.67,40,8.33,40
5,5,4,5,4,4,4,3,4,4,3,60,13.33,12.5,8.33,0,8.33,60
5,2,4,2,4,4,4,5,3,4,3,40,33.33,12.5,49.99,0,8.33,40
4,5,4,3,4,4,4,2,4,4,3,70,13.33,12.5,37.49,20,41.67,70
4,2,4,2,4,4,4,2,4,4,2,50,20,0,41.65,0,8.33,50
4,5,4,4,4,4,4,5,4,4,3,90,0,0,29.16,0,25,90
4,5,4,2,4,4,5,2,4,4,3,70,13.33,0,33.32,0,8.33,70
5,5,4,4,4,4,4,3,4,5,3,80,26.66,12.5,20.83,0,8.33,80
5,5,4,3,4,4,5,2,4,4,3,60,26.66,25,20.83,20,25,60
5,5,4,3,4,4,5,2,4,4,3,60,26.66,25,20.83,20,25,60
4,2,4,4,4,5,4,2,3,4,3,70,20,25,54.16,40,8.33,70
5,2,4,4,4,4,5,2,3,5,3,60,33.33,12.5,45.83,0,8.33,60
4,5,4,4,4,4,4,2,5,4,3,100,0,0,20.83,0,8.33,100
4,2,4,2,4,4,4,3,4,4,2,50,20,0,49.98,0,25,50
4,5,4,4,4,4,4,2,5,4,3,100,0,0,20.83,0,8.33,100
5,5,4,4,5,4,4,2,4,4,3,60,26.66,12.5,20.83,0,8.33,60
5,2,4,2,4,4,4,2,4,4,2,40,46.66,12.5,41.65,0,8.33,40
4,2,4,4,4,4,4,4,4,5,3,70,20,0,45.82,0,25,70
4,5,3,3,4,5,4,5,3,4,3,50,13.33,50,37.5,60,50.01,50
4,2,4,4,3,5,4,2,3,5,3,50,33.33,25,70.82,40,41.67,50
5,3,4,4,5,4,4,5,4,4,3,40,53.33,62.5,33.33,0,25,40
4,5,4,4,4,4,4,5,5,4,3,100,26.66,0,37.49,0,8.33,100
5,3,4,5,4,4,4,5,3,5,3,40,53.33,37.5,37.5,0,8.33,40
5,5,4,4,3,4,4,3,4,4,4,60,39.99,12.5,29.16,0,25,60
5,5,4,5,5,5,4,3,3,5,3,40,26.66,37.5,41.66,40,25,40
5,2,4,4,5,4,4,5,4,4,3,40,33.33,12.5,29.16,0,8.33,40
3,4,4,5,5,4,4,2,4,4,3,20,13.33,37.5,20.83,20,58.34,20
5,5,4,4,5,4,5,5,5,4,3,70,13.33,12.5,12.5,0,8.33,70
3,5,4,2,4,4,4,5,3,4,4,60,13.33,0,41.66,20,25,60
5,4,4,4,4,4,4,5,4,4,2,60,39.99,25,25,0,8.33,60
5,2,4,4,5,4,4,2,3,4,3,40,20,12.5,37.5,0,8.33,40
5,5,4,4,5,4,4,2,4,5,4,60,26.66,12.5,20.83,0,25,60
5,5,5,2,5,4,4,2,4,4,3,20,26.66,12.5,24.99,20,25,20
5,5,4,4,4,4,4,2,3,5,4,80,26.66,12.5,37.5,0,8.33,80
4,5,4,5,5,4,4,2,4,4,4,50,0,0,16.66,0,8.33,50
5,5,4,4,5,5,4,5,3,4,3,60,13.33,12.5,37.5,40,25,60
5,5,4,4,4,4,4,2,4,4,3,80,26.66,12.5,20.83,0,8.33,80
4,5,4,3,4,5,4,5,3,4,3,70,26.66,12.5,62.49,60,58.34,70
4,5,4,2,4,4,4,5,4,4,2,70,26.66,0,41.65,0,8.33,70
5,2,4,4,4,4,4,5,4,5,2,60,33.33,12.5,29.16,0,8.33,60
5,5,4,5,2,5,4,2,4,5,4,40,26.66,37.5,24.99,40,8.33,40
5,5,3,3,3,4,4,2,4,5,3,20,39.99,37.5,12.5,20,33.34,20
4,2,4,4,4,4,4,5,4,4,2,70,20,0,37.49,0,8.33,70
4,5,3,4,4,4,4,5,5,4,2,80,13.33,12.5,12.5,0,0,80
3,2,4,4,5,4,4,5,4,4,4,40,20,0,37.49,20,41.67,40
4,2,4,4,4,4,4,5,5,4,3,80,20,25,45.82,0,25,80
5,5,2,3,4,4,4,2,4,5,3,40,26.66,25,12.5,20,16.67,40
5,2,3,4,4,4,4,5,4,5,2,40,46.66,25,29.16,0,16.67,40
4,5,4,4,5,4,4,2,4,5,3,70,26.66,0,37.49,0,25,70
5,5,5,3,5,4,4,2,5,5,3,30,26.66,25,12.5,40,25,30
4,5,5,3,5,4,4,5,3,5,2,30,13.33,12.5,37.5,40,25,30
4,5,4,4,4,4,4,2,4,4,4,90,13.33,25,29.16,0,8.33,90
5,5,5,2,2,5,4,2,3,5,3,20,26.66,37.5,41.66,60,8.33,20
5,4,4,5,4,4,4,5,4,4,2,40,39.99,25,20.83,0,8.33,40
4,2,2,2,2,4,4,5,4,4,2,10,33.33,0,49.98,0,0,10
4,5,4,3,4,4,4,5,4,5,3,70,13.33,12.5,37.49,20,58.34,70
5,5,4,4,4,4,4,5,4,4,2,80,39.99,12.5,37.49,0,25,80
4,5,4,4,4,4,4,3,4,4,3,90,0,0,20.83,0,8.33,90
5,2,4,4,4,4,4,3,4,4,3,60,33.33,12.5,29.16,0,8.33,60
4,5,4,4,4,5,4,2,4,5,3,90,0,0,20.83,40,8.33,90
5,5,4,4,4,4,4,2,4,4,3,80,26.66,12.5,29.16,0,25,80
4,5,4,4,4,4,4,2,4,4,3,90,0,0,20.83,0,8.33,90
5,5,5,3,5,4,4,5,4,5,3,20,13.33,25,4.17,40,25,20
5,5,4,4,4,4,4,2,3,4,3,80,26.66,12.5,37.5,0,8.33,80
4,5,4,3,4,4,4,5,4,4,2,70,13.33,12.5,29.16,20,25,70
5,5,4,4,4,4,4,3,4,5,2,80,13.33,12.5,12.5,0,8.33,80
5,5,4,5,5,4,4,5,4,4,3,40,26.66,37.5,16.66,0,8.33,40
4,5,4,4,4,4,4,5,4,4,3,90,26.66,0,37.49,0,8.33,90
4,3,4,3,5,4,4,5,3,5,3,30,40,62.5,58.33,20,41.67,30
4,5,4,4,4,4,4,5,4,4,3,90,0,0,20.83,0,8.33,90
5,5,4,4,4,4,4,5,4,4,4,80,26.66,12.5,29.16,0,25,80
5,5,5,2,2,4,4,2,5,4,3,30,26.66,12.5,24.99,20,8.33,30
5,5,4,3,3,4,4,2,4,4,3,40,13.33,25,12.5,20,41.67,40
5,4,4,4,2,5,4,5,3,4,2,40,26.66,25,41.67,40,8.33,40
5,5,4,2,5,4,4,5,4,5,2,40,26.66,12.5,33.32,0,25,40
5,2,4,4,3,4,4,2,4,4,4,40,33.33,12.5,29.16,0,25,40
5,2,4,4,3,4,4,5,5,4,2,50,33.33,12.5,29.16,0,25,50
5,2,4,3,2,4,4,5,3,5,3,20,33.33,25,62.49,20,41.67,20
4,5,3,5,2,4,4,5,4,4,2,30,13.33,12.5,16.66,0,0,30
5,3,4,4,4,4,4,5,4,5,3,60,40,37.5,16.67,0,8.33,60
5,5,5,3,5,4,4,5,4,5,3,20,39.99,25,20.83,40,41.67,20
4,5,4,4,5,4,4,2,4,4,3,70,13.33,0,29.16,0,8.33,70
4,5,4,4,4,4,4,5,4,4,3,90,13.33,0,29.16,0,8.33,90
5,4,4,4,4,4,4,5,5,4,2,70,39.99,25,25,0,8.33,70
5,5,4,4,2,5,4,5,4,5,4,60,26.66,12.5,37.49,40,41.67,60
5,2,2,4,2,4,4,2,4,4,3,20,33.33,12.5,29.16,0,0,20
5,2,4,4,3,4,4,2,5,4,3,50,33.33,12.5,29.16,0,25,50
5,3,4,3,4,5,4,2,3,5,3,40,53.33,75,50,60,58.34,40
5,2,4,4,4,4,4,3,3,4,3,60,33.33,12.5,54.16,0,25,60
4,2,4,4,3,4,4,2,4,4,4,50,20,25,45.82,0,41.67,50
5,2,4,4,4,4,4,2,4,4,4,60,20,12.5,20.83,0,8.33,60
5,3,4,5,3,5,4,3,3,4,2,20,66.66,62.5,45.83,40,25,20
4,2,2,3,4,4,4,5,4,4,3,30,33.33,12.5,37.49,20,16.67,30
5,5,4,2,2,4,4,3,4,4,2,40,13.33,12.5,24.99,0,8.33,40
4,3,4,3,4,4,4,5,4,5,3,50,40,37.5,33.33,20,25,50
4,2,2,4,5,5,4,5,4,5,2,30,20,25,29.16,40,0,30
4,5,4,2,4,4,4,5,4,4,2,70,13.33,0,33.32,0,8.33,70
5,5,5,3,5,4,4,5,3,5,2,20,26.66,25,29.17,40,25,20
5,4,4,4,4,4,4,5,4,5,3,60,39.99,25,25,0,8.33,60
5,5,5,4,5,5,4,2,3,5,4,40,13.33,12.5,29.17,60,41.67,40
5,3,5,4,5,4,4,5,3,5,3,20,66.66,37.5,41.67,20,8.33,20
5,5,4,4,4,4,4,5,4,5,3,80,26.66,12.5,20.83,0,8.33,80
4,4,4,5,3,4,4,4,3,4,3,30,39.99,37.5,54.16,0,25,30
4,5,4,2,5,4,4,5,3,5,2,50,13.33,0,49.99,0,8.33,50
5,5,4,4,4,5,4,2,4,5,4,80,13.33,12.5,12.5,40,8.33,80
4,5,4,2,4,4,4,2,4,5,3,70,13.33,0,33.32,0,8.33,70
5,5,4,3,5,4,5,3,3,5,3,40,13.33,50,29.17,20,25,40
4,5,4,4,4,5,4,5,4,4,3,90,0,0,20.83,40,8.33,90
5,2,4,4,4,4,4,5,3,4,3,60,33.33,12.5,54.16,0,25,60
3,5,4,4,4,4,5,5,4,5,3,80,26.66,25,37.49,20,41.67,80
4,5,4,4,4,4,4,5,4,4,2,90,13.33,0,29.16,0,8.33,90
5,5,4,3,5,4,4,5,3,5,2,40,26.66,50,37.5,20,25,40
4,5,4,4,4,4,4,5,4,4,2,90,0,0,20.83,0,8.33,90
4,2,4,4,4,4,4,5,5,4,4,80,20,0,45.82,0,41.67,80
4,5,4,3,3,4,4,2,5,5,3,60,13.33,12.5,29.16,20,41.67,60
5,5,4,3,4,4,4,5,3,4,3,60,13.33,25,29.17,20,25,60
4,5,4,4,4,4,4,2,4,4,3,90,0,0,20.83,0,8.33,90
5,5,4,5,4,4,4,3,3,4,3,60,26.66,12.5,33.33,0,8.33,60
4,5,4,4,4,5,4,2,5,5,3,100,0,0,20.83,40,25,100
4,5,4,4,4,5,4,2,4,4,4,90,13.33,0,29.16,40,8.33,90
4,2,4,4,5,4,4,3,4,4,3,50,20,25,45.82,0,25,50
4,2,3,4,4,4,4,2,4,5,4,50,33.33,37.5,37.49,0,16.67,50
4,5,5,4,5,4,4,2,4,4,3,50,13.33,0,20.83,20,8.33,50
4,4,4,4,4,4,4,3,3,5,3,70,39.99,37.5,58.33,0,8.33,70
4,4,4,4,4,4,4,5,4,5,3,70,26.66,12.5,33.33,0,8.33,70
4,5,4,4,4,4,4,2,4,4,3,90,0,0,20.83,0,8.33,90
5,5,4,3,4,4,4,2,4,4,3,60,26.66,25,20.83,20,25,60
4,5,4,2,4,4,4,5,5,4,2,80,0,0,33.32,0,25,80
4,2,3,4,2,5,4,3,4,5,2,30,33.33,37.5,37.49,40,0,30
3,3,4,5,5,5,4,3,4,5,3,20,26.67,50,20.83,60,41.67,20
5,5,4,4,4,4,4,5,4,4,2,80,26.66,37.5,20.83,0,8.33,80
5,4,4,4,4,4,4,5,4,4,3,60,53.32,50,41.66,0,41.67,60
5,5,4,4,5,4,5,2,3,4,4,60,26.66,12.5,37.5,0,8.33,60
5,5,4,2,4,4,4,5,3,4,3,60,13.33,12.5,33.33,0,8.33,60
4,5,4,4,4,4,4,4,4,4,3,90,0,0,20.83,0,25,90
5,2,4,4,4,4,4,5,3,4,3,60,20,12.5,37.5,0,8.33,60
5,3,4,2,3,4,4,5,4,4,3,20,53.33,62.5,37.49,0,41.67,20
5,5,4,5,5,4,4,2,4,4,4,40,26.66,37.5,16.66,0,8.33,40
5,3,4,2,3,4,4,5,3,4,2,20,53.33,37.5,45.83,0,25,20
4,5,4,4,4,4,4,2,4,4,3,90,13.33,0,29.16,0,25,90
5,5,4,4,3,4,4,2,3,5,4,60,26.66,12.5,37.5,0,25,60
5,2,4,3,5,4,4,5,4,5,3,20,33.33,25,37.49,20,41.67,20
4,5,5,5,5,4,4,2,5,5,4,40,13.33,0,16.66,20,8.33,40
5,2,4,4,4,4,4,3,4,4,3,60,33.33,12.5,29.16,0,8.33,60
4,4,4,4,3,4,4,5,4,4,2,50,26.66,37.5,41.66,0,41.67,50
5,2,4,2,4,4,4,5,4,4,2,40,20,12.5,24.99,0,8.33,40
4,5,4,3,4,4,4,3,4,5,3,70,13.33,37.5,29.16,20,25,70
5,5,4,3,2,4,4,5,5,5,3,50,26.66,25,29.16,20,25,50
5,5,4,4,5,4,4,5,4,4,3,60,13.33,37.5,12.5,0,8.33,60
4,5,4,2,5,4,5,5,5,5,2,60,0,25,24.99,0,8.33,60
5,5,4,4,5,4,4,2,3,4,3,60,26.66,12.5,45.83,0,25,60
5,5,4,4,3,4,4,5,4,4,3,60,26.66,37.5,29.16,0,41.67,60
4,2,4,4,2,4,4,5,5,4,2,60,20,0,45.82,0,8.33,60
5,5,4,2,3,4,4,2,4,5,3,40,26.66,12.5,24.99,0,25,40
3,4,4,4,4,4,4,2,5,5,3,70,13.33,12.5,16.67,20,25,70
4,2,4,4,4,4,4,2,4,4,3,70,20,0,37.49,0,25,70
4,5,4,4,4,4,4,5,4,5,3,90,13.33,0,29.16,0,8.33,90
5,3,4,4,5,4,4,2,4,4,3,40,66.66,37.5,41.66,0,25,40
5,2,4,4,3,4,4,5,3,4,3,40,33.33,12.5,45.83,0,25,40
5,5,3,5,2,5,4,2,3,5,4,20,39.99,50,33.33,40,0,20
4,5,4,5,4,4,4,2,3,4,3,70,13.33,0,41.66,0,8.33,70
5,5,4,4,4,4,4,5,4,5,2,80,26.66,37.5,29.16,0,25,80
5,5,4,3,4,5,4,2,4,4,3,60,26.66,25,20.83,60,25,60
5,5,4,4,3,5,4,2,4,5,3,60,39.99,37.5,29.16,40,25,60
4,5,4,4,4,5,5,3,3,5,3,90,26.66,25,54.16,40,8.33,90
4,4,4,3,4,4,4,5,3,4,2,50,26.66,50,58.33,20,41.67,50
4,2,4,4,2,4,4,2,4,4,4,50,20,0,54.15,0,25,50
5,5,4,4,4,5,4,5,5,4,3,90,26.66,12.5,20.83,40,8.33,90
5,4,5,4,5,4,4,3,3,4,3,20,26.66,50,33.34,20,25,20
4,2,4,4,4,4,4,5,4,4,2,70,20,25,45.82,0,25,70
5,5,4,5,2,4,4,5,4,4,3,40,26.66,12.5,24.99,0,8.33,40
3,4,4,4,4,4,4,5,4,5,2,60,13.33,37.5,16.67,20,25,60
5,5,4,3,5,4,4,4,4,4,3,40,13.33,25,20.83,20,41.67,40
5,5,4,4,5,4,5,2,5,4,4,70,26.66,12.5,20.83,0,8.33,70
5,5,4,4,4,4,4,2,3,4,4,80,13.33,12.5,37.5,0,25,80
5,5,4,2,4,4,5,5,4,5,2,60,13.33,12.5,16.66,0,8.33,60
4,5,4,4,4,4,4,4,3,4,3,90,0,0,37.5,0,8.33,90
3,4,4,4,2,4,4,5,4,5,2,40,13.33,37.5,25,20,25,40
4,5,5,4,4,4,4,3,3,5,2,70,26.66,0,45.83,20,8.33,70
5,4,3,3,5,4,4,5,4,5,1,0,53.32,75,25,20,33.34,0
5,5,4,2,4,4,4,2,4,4,4,60,13.33,12.5,16.66,0,8.33,60
5,5,4,4,5,4,4,5,5,4,2,70,13.33,12.5,20.83,0,25,70
4,2,4,4,4,4,4,3,3,4,3,70,20,0,54.16,0,8.33,70
5,5,4,2,2,4,4,5,4,5,2,40,26.66,12.5,41.65,0,25,40
5,5,4,2,5,4,5,5,4,5,2,40,13.33,12.5,16.66,0,8.33,40
5,5,5,4,5,5,4,2,3,5,4,40,26.66,37.5,29.17,60,8.33,40
4,3,4,4,4,4,4,5,5,5,3,80,40,50,33.33,0,8.33,80
5,4,4,3,3,4,4,4,4,5,3,20,39.99,37.5,25,20,41.67,20
4,5,4,4,5,4,4,2,4,4,3,70,0,0,20.83,0,8.33,70
5,5,4,2,5,4,5,5,4,5,2,40,13.33,12.5,16.66,0,8.33,40
4,5,4,3,4,4,4,2,4,5,3,70,0,12.5,20.83,20,25,70
5,4,2,2,2,4,4,3,4,5,3,0,39.99,50,37.49,0,16.67,0
4,5,4,2,4,4,4,5,4,5,3,70,0,0,24.99,0,8.33,70
4,5,4,5,5,4,4,2,4,4,3,50,0,0,16.66,0,8.33,50
4,5,4,4,3,4,4,2,4,4,3,70,0,0,20.83,0,25,70
4,2,3,4,4,4,4,2,4,4,3,50,33.33,12.5,29.16,0,0,50
5,4,4,4,4,4,4,5,5,4,3,70,39.99,50,25,0,8.33,70
4,5,4,4,3,4,4,2,4,5,4,70,13.33,25,29.16,0,41.67,70
4,2,4,4,3,4,4,3,5,4,3,60,6.67,0,29.16,0,25,60
5,4,4,4,2,4,4,5,3,5,3,40,39.99,50,58.33,0,25,40
4,2,3,5,3,4,4,2,3,5,5,10,33.33,12.5,41.66,0,16.67,10
4,5,4,3,2,4,4,2,3,5,3,50,13.33,37.5,54.16,20,25,50
5,2,4,3,3,4,4,2,5,4,3,30,33.33,25,37.49,20,58.34,30
5,5,4,4,4,5,4,5,3,4,3,80,26.66,37.5,37.5,40,8.33,80
5,4,4,4,5,5,4,5,3,4,3,40,26.66,25,33.34,40,25,40
4,5,4,4,4,4,4,2,4,5,4,90,26.66,25,37.49,0,25,90
5,5,4,4,4,4,4,2,3,5,3,80,13.33,12.5,29.17,0,8.33,80
3,5,4,4,4,5,4,2,4,4,4,80,13.33,25,20.83,60,25,80
4,5,4,3,4,4,4,5,4,4,3,70,0,12.5,20.83,20,25,70
5,3,4,4,4,4,4,5,3,4,2,60,53.33,37.5,41.67,0,8.33,60
5,5,4,4,4,5,4,5,3,4,3,80,26.66,37.5,37.5,40,8.33,80
4,2,4,4,4,5,5,3,4,4,2,70,20,25,45.82,40,25,70
5,2,5,2,5,4,4,5,4,5,3,0,33.33,12.5,33.32,20,25,0
5,2,4,3,4,4,4,3,4,5,3,40,33.33,25,29.16,20,25,40
5,2,5,2,5,4,4,5,4,5,3,0,33.33,12.5,33.32,20,25,0
